Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso;;Obesidade;;Obesidade Grave;;Total
SUDESTE;35;SP;352890;MARIAPOLIS;0;-;2;6.67%;15;50%;6;20%;5;16.67%;2;6.67%;30
SUDESTE;35;SP;352900;MARILIA;12;1.01%;37;3.13%;603;50.93%;267;22.55%;196;16.55%;69;5.83%;1.184
SUDESTE;35;SP;352910;MARINOPOLIS;1;2.78%;0;-;17;47.22%;11;30.56%;5;13.89%;2;5.56%;36
SUDESTE;35;SP;352920;MARTINOPOLIS;1;0.37%;8;2.94%;154;56.62%;59;21.69%;40;14.71%;10;3.68%;272
SUDESTE;35;SP;352930;MATAO;1;0.47%;5;2.34%;123;57.48%;42;19.63%;29;13.55%;14;6.54%;214
SUDESTE;35;SP;352940;MAUA;10;0.65%;32;2.07%;906;58.56%;375;24.24%;175;11.31%;49;3.17%;1.547
SUDESTE;35;SP;352950;MENDONCA;0;-;0;-;27;45.76%;15;25.42%;13;22.03%;4;6.78%;59
SUDESTE;35;SP;352960;MERIDIANO;2;5.56%;1;2.78%;16;44.44%;10;27.78%;3;8.33%;4;11.11%;36
SUDESTE;35;SP;352965;MESOPOLIS;0;-;2;2.99%;39;58.21%;17;25.37%;7;10.45%;2;2.99%;67
SUDESTE;35;SP;352970;MIGUELOPOLIS;0;-;2;4.88%;24;58.54%;4;9.76%;9;21.95%;2;4.88%;41
SUDESTE;35;SP;352980;MINEIROS DO TIETE;2;0.52%;9;2.35%;225;58.75%;77;20.1%;55;14.36%;15;3.92%;383
SUDESTE;35;SP;353000;MIRA ESTRELA;1;0.98%;4;3.92%;54;52.94%;19;18.63%;15;14.71%;9;8.82%;102
SUDESTE;35;SP;352990;MIRACATU;3;0.87%;6;1.75%;181;52.77%;85;24.78%;53;15.45%;15;4.37%;343
SUDESTE;35;SP;353010;MIRANDOPOLIS;0;-;1;1.67%;38;63.33%;11;18.33%;7;11.67%;3;5%;60
SUDESTE;35;SP;353020;MIRANTE DO PARANAPANEMA;3;0.55%;8;1.46%;324;59.02%;121;22.04%;68;12.39%;25;4.55%;549
SUDESTE;35;SP;353030;MIRASSOL;4;1.41%;3;1.06%;169;59.72%;58;20.49%;27;9.54%;22;7.77%;283
SUDESTE;35;SP;353040;MIRASSOLANDIA;0;-;0;-;14;53.85%;6;23.08%;5;19.23%;1;3.85%;26
SUDESTE;35;SP;353050;MOCOCA;1;0.32%;7;2.24%;177;56.73%;71;22.76%;41;13.14%;15;4.81%;312
SUDESTE;35;SP;353060;MOGI DAS CRUZES;8;0.5%;34;2.14%;922;58.02%;347;21.84%;228;14.35%;50;3.15%;1.589
SUDESTE;35;SP;353070;MOGI GUACU;6;0.5%;25;2.08%;715;59.48%;226;18.8%;167;13.89%;63;5.24%;1.202
SUDESTE;35;SP;353080;MOGI MIRIM;0;-;6;3.53%;89;52.35%;28;16.47%;36;21.18%;11;6.47%;170
SUDESTE;35;SP;353090;MOMBUCA;0;-;2;3.17%;36;57.14%;14;22.22%;6;9.52%;5;7.94%;63
SUDESTE;35;SP;353100;MONCOES;0;-;1;0.86%;71;61.21%;24;20.69%;14;12.07%;6;5.17%;116
SUDESTE;35;SP;353110;MONGAGUA;2;0.59%;2;0.59%;217;64.2%;70;20.71%;40;11.83%;7;2.07%;338
SUDESTE;35;SP;353120;MONTE ALEGRE DO SUL;0;-;3;3.37%;53;59.55%;13;14.61%;14;15.73%;6;6.74%;89
SUDESTE;35;SP;353130;MONTE ALTO;1;0.33%;4;1.31%;150;49.02%;64;20.92%;66;21.57%;21;6.86%;306
SUDESTE;35;SP;353140;MONTE APRAZIVEL;1;0.94%;3;2.83%;63;59.43%;22;20.75%;14;13.21%;3;2.83%;106
SUDESTE;35;SP;353150;MONTE AZUL PAULISTA;0;-;3;6.52%;25;54.35%;7;15.22%;8;17.39%;3;6.52%;46
SUDESTE;35;SP;353160;MONTE CASTELO;2;1.98%;2;1.98%;52;51.49%;20;19.8%;17;16.83%;8;7.92%;101
SUDESTE;35;SP;353180;MONTE MOR;6;1.08%;19;3.42%;322;58.02%;110;19.82%;85;15.32%;13;2.34%;555
SUDESTE;35;SP;353170;MONTEIRO LOBATO;0;-;0;-;1;33.33%;1;33.33%;0;-;1;33.33%;3
SUDESTE;35;SP;353190;MORRO AGUDO;1;0.24%;13;3.13%;228;54.81%;83;19.95%;62;14.9%;29;6.97%;416
SUDESTE;35;SP;353200;MORUNGABA;0;-;2;3.77%;32;60.38%;12;22.64%;5;9.43%;2;3.77%;53
SUDESTE;35;SP;353205;MOTUCA;0;-;4;7.14%;41;73.21%;10;17.86%;1;1.79%;0;-;56
SUDESTE;35;SP;353210;MURUTINGA DO SUL;1;1.06%;4;4.26%;42;44.68%;24;25.53%;15;15.96%;8;8.51%;94
SUDESTE;35;SP;353215;NANTES;0;-;1;3.57%;12;42.86%;6;21.43%;6;21.43%;3;10.71%;28
SUDESTE;35;SP;353220;NARANDIBA;0;-;0;-;47;50%;19;20.21%;18;19.15%;10;10.64%;94
SUDESTE;35;SP;353230;NATIVIDADE DA SERRA;0;-;0;-;4;66.67%;1;16.67%;0;-;1;16.67%;6
SUDESTE;35;SP;353240;NAZARE PAULISTA;1;1.03%;2;2.06%;45;46.39%;26;26.8%;22;22.68%;1;1.03%;97
SUDESTE;35;SP;353250;NEVES PAULISTA;0;-;0;-;1;100%;0;-;0;-;0;-;1
SUDESTE;35;SP;353260;NHANDEARA;2;1.98%;2;1.98%;52;51.49%;25;24.75%;15;14.85%;5;4.95%;101
SUDESTE;35;SP;353270;NIPOA;1;0.81%;3;2.44%;72;58.54%;31;25.2%;16;13.01%;0;-;123
SUDESTE;35;SP;353280;NOVA ALIANCA;0;-;1;1.96%;30;58.82%;9;17.65%;10;19.61%;1;1.96%;51
SUDESTE;35;SP;353282;NOVA CAMPINA;0;-;0;-;20;58.82%;5;14.71%;6;17.65%;3;8.82%;34
SUDESTE;35;SP;353284;NOVA CANAA PAULISTA;0;-;0;-;7;70%;0;-;2;20%;1;10%;10
SUDESTE;35;SP;353286;NOVA CASTILHO;0;-;2;3.64%;31;56.36%;7;12.73%;11;20%;4;7.27%;55
SUDESTE;35;SP;353290;NOVA EUROPA;2;0.7%;9;3.17%;169;59.51%;57;20.07%;31;10.92%;16;5.63%;284
SUDESTE;35;SP;353300;NOVA GRANADA;1;0.76%;3;2.27%;67;50.76%;33;25%;19;14.39%;9;6.82%;132
SUDESTE;35;SP;353310;NOVA GUATAPORANGA;1;2.86%;1;2.86%;11;31.43%;9;25.71%;11;31.43%;2;5.71%;35
SUDESTE;35;SP;353320;NOVA INDEPENDENCIA;0;-;4;1.68%;124;52.1%;50;21.01%;42;17.65%;18;7.56%;238
SUDESTE;35;SP;353330;NOVA LUZITANIA;0;-;0;-;0;-;0;-;0;-;0;-;0
SUDESTE;35;SP;353340;NOVA ODESSA;1;0.27%;13;3.53%;172;46.74%;83;22.55%;72;19.57%;27;7.34%;368
SUDESTE;35;SP;353325;NOVAIS;0;-;0;-;1;100%;0;-;0;-;0;-;1
SUDESTE;35;SP;353350;NOVO HORIZONTE;9;1.57%;9;1.57%;332;57.74%;135;23.48%;64;11.13%;26;4.52%;575
SUDESTE;35;SP;353360;NUPORANGA;0;-;2;1.6%;62;49.6%;29;23.2%;27;21.6%;5;4%;125
SUDESTE;35;SP;353370;OCAUCU;0;-;1;50%;0;-;1;50%;0;-;0;-;2
SUDESTE;35;SP;353380;OLEO;0;-;4;3.03%;75;56.82%;34;25.76%;13;9.85%;6;4.55%;132
SUDESTE;35;SP;353390;OLIMPIA;3;1.45%;9;4.35%;111;53.62%;49;23.67%;20;9.66%;15;7.25%;207
SUDESTE;35;SP;353400;ONDA VERDE;0;-;2;1.92%;55;52.88%;24;23.08%;18;17.31%;5;4.81%;104
SUDESTE;35;SP;353410;ORIENTE;0;-;1;10%;4;40%;3;30%;1;10%;1;10%;10
SUDESTE;35;SP;353420;ORINDIUVA;0;-;2;1.4%;86;60.14%;33;23.08%;16;11.19%;6;4.2%;143
SUDESTE;35;SP;353430;ORLANDIA;0;-;1;3.33%;11;36.67%;13;43.33%;4;13.33%;1;3.33%;30
SUDESTE;35;SP;353440;OSASCO;244;2.16%;739;6.55%;6.625;58.74%;2.067;18.33%;1.232;10.92%;371;3.29%;11.278
SUDESTE;35;SP;353450;OSCAR BRESSANE;1;1.61%;0;-;34;54.84%;14;22.58%;13;20.97%;0;-;62
SUDESTE;35;SP;353460;OSVALDO CRUZ;5;0.73%;24;3.49%;398;57.93%;147;21.4%;77;11.21%;36;5.24%;687
SUDESTE;35;SP;353470;OURINHOS;4;0.89%;2;0.44%;259;57.56%;92;20.44%;72;16%;21;4.67%;450
SUDESTE;35;SP;353480;OURO VERDE;3;1.9%;4;2.53%;97;61.39%;32;20.25%;19;12.03%;3;1.9%;158
SUDESTE;35;SP;353475;OUROESTE;0;-;0;-;12;32.43%;7;18.92%;11;29.73%;7;18.92%;37
SUDESTE;35;SP;353490;PACAEMBU;2;3.13%;0;-;38;59.38%;13;20.31%;8;12.5%;3;4.69%;64
SUDESTE;35;SP;353500;PALESTINA;1;1.41%;3;4.23%;39;54.93%;13;18.31%;13;18.31%;2;2.82%;71
SUDESTE;35;SP;353510;PALMARES PAULISTA;0;-;2;1.33%;89;59.33%;35;23.33%;13;8.67%;11;7.33%;150
SUDESTE;35;SP;353520;PALMEIRA D'OESTE;0;-;3;1.99%;91;60.26%;22;14.57%;29;19.21%;6;3.97%;151
SUDESTE;35;SP;353530;PALMITAL;0;-;5;4.1%;67;54.92%;31;25.41%;17;13.93%;2;1.64%;122
SUDESTE;35;SP;353540;PANORAMA;3;1.3%;8;3.46%;124;53.68%;46;19.91%;42;18.18%;8;3.46%;231
SUDESTE;35;SP;353550;PARAGUACU PAULISTA;5;0.95%;11;2.08%;312;58.98%;111;20.98%;73;13.8%;17;3.21%;529
SUDESTE;35;SP;353560;PARAIBUNA;1;0.37%;11;4.1%;151;56.34%;68;25.37%;29;10.82%;8;2.99%;268
SUDESTE;35;SP;353570;PARAISO;0;-;0;-;17;53.13%;9;28.13%;4;12.5%;2;6.25%;32
SUDESTE;35;SP;353580;PARANAPANEMA;0;-;2;1.42%;67;47.52%;38;26.95%;27;19.15%;7;4.96%;141
SUDESTE;35;SP;353590;PARANAPUA;0;-;1;1.43%;31;44.29%;23;32.86%;11;15.71%;4;5.71%;70
SUDESTE;35;SP;353600;PARAPUA;0;-;3;3.23%;48;51.61%;23;24.73%;14;15.05%;5;5.38%;93
SUDESTE;35;SP;353610;PARDINHO;3;1.01%;4;1.35%;176;59.46%;52;17.57%;49;16.55%;12;4.05%;296
SUDESTE;35;SP;353620;PARIQUERA-ACU;4;0.92%;8;1.83%;263;60.32%;92;21.1%;53;12.16%;16;3.67%;436
SUDESTE;35;SP;353625;PARISI;1;1.92%;1;1.92%;31;59.62%;9;17.31%;7;13.46%;3;5.77%;52
SUDESTE;35;SP;353630;PATROCINIO PAULISTA;0;-;0;-;20;52.63%;9;23.68%;5;13.16%;4;10.53%;38
SUDESTE;35;SP;353640;PAULICEIA;1;2.94%;0;-;11;32.35%;6;17.65%;10;29.41%;6;17.65%;34
SUDESTE;35;SP;353650;PAULINIA;2;0.93%;8;3.74%;114;53.27%;54;25.23%;23;10.75%;13;6.07%;214
SUDESTE;35;SP;353657;PAULISTANIA;0;-;0;-;61;66.3%;13;14.13%;15;16.3%;3;3.26%;92
SUDESTE;35;SP;353660;PAULO DE FARIA;0;-;0;-;21;44.68%;15;31.91%;7;14.89%;4;8.51%;47
SUDESTE;35;SP;353670;PEDERNEIRAS;2;0.98%;5;2.45%;120;58.82%;34;16.67%;33;16.18%;10;4.9%;204
SUDESTE;35;SP;353680;PEDRA BELA;1;4.35%;1;4.35%;11;47.83%;2;8.7%;5;21.74%;3;13.04%;23
SUDESTE;35;SP;353690;PEDRANOPOLIS;0;-;2;1.98%;58;57.43%;16;15.84%;17;16.83%;8;7.92%;101
SUDESTE;35;SP;353700;PEDREGULHO;1;0.67%;7;4.67%;80;53.33%;34;22.67%;20;13.33%;8;5.33%;150
SUDESTE;35;SP;353710;PEDREIRA;4;1.26%;7;2.21%;196;61.83%;64;20.19%;37;11.67%;9;2.84%;317
SUDESTE;35;SP;353715;PEDRINHAS PAULISTA;0;-;1;3.13%;16;50%;6;18.75%;7;21.88%;2;6.25%;32
SUDESTE;35;SP;353720;PEDRO DE TOLEDO;7;1.34%;24;4.58%;316;60.31%;99;18.89%;61;11.64%;17;3.24%;524
SUDESTE;35;SP;353730;PENAPOLIS;6;0.73%;13;1.58%;426;51.64%;181;21.94%;147;17.82%;52;6.3%;825
SUDESTE;35;SP;353740;PEREIRA BARRETO;2;0.64%;5;1.59%;178;56.69%;70;22.29%;42;13.38%;17;5.41%;314
SUDESTE;35;SP;353750;PEREIRAS;0;-;0;-;35;68.63%;9;17.65%;6;11.76%;1;1.96%;51
SUDESTE;35;SP;353760;PERUIBE;1;0.62%;5;3.11%;104;64.6%;32;19.88%;13;8.07%;6;3.73%;161
SUDESTE;35;SP;353770;PIACATU;0;-;3;4.11%;43;58.9%;14;19.18%;9;12.33%;4;5.48%;73
SUDESTE;35;SP;353780;PIEDADE;0;-;0;-;26;68.42%;5;13.16%;6;15.79%;1;2.63%;38
SUDESTE;35;SP;353790;PILAR DO SUL;0;-;3;1.36%;119;54.09%;47;21.36%;38;17.27%;13;5.91%;220
SUDESTE;35;SP;353800;PINDAMONHANGABA;10;0.72%;35;2.53%;776;56.19%;312;22.59%;195;14.12%;53;3.84%;1.381
SUDESTE;35;SP;353810;PINDORAMA;1;0.82%;3;2.46%;66;54.1%;25;20.49%;19;15.57%;8;6.56%;122
SUDESTE;35;SP;353820;PINHALZINHO;0;-;0;-;9;47.37%;4;21.05%;3;15.79%;3;15.79%;19
SUDESTE;35;SP;353830;PIQUEROBI;0;-;3;2.78%;61;56.48%;30;27.78%;8;7.41%;6;5.56%;108
SUDESTE;35;SP;353850;PIQUETE;1;1.06%;5;5.32%;54;57.45%;18;19.15%;13;13.83%;3;3.19%;94
SUDESTE;35;SP;353860;PIRACAIA;2;1.03%;7;3.59%;124;63.59%;35;17.95%;24;12.31%;3;1.54%;195
SUDESTE;35;SP;353870;PIRACICABA;10;0.38%;61;2.34%;1.442;55.29%;554;21.24%;384;14.72%;157;6.02%;2.608
SUDESTE;35;SP;353880;PIRAJU;2;0.36%;10;1.78%;334;59.33%;116;20.6%;72;12.79%;29;5.15%;563
SUDESTE;35;SP;353890;PIRAJUI;5;1.51%;3;0.9%;233;70.18%;63;18.98%;22;6.63%;6;1.81%;332
SUDESTE;35;SP;353900;PIRANGI;0;-;3;4.35%;37;53.62%;10;14.49%;15;21.74%;4;5.8%;69
SUDESTE;35;SP;353910;PIRAPORA DO BOM JESUS;0;-;3;5.26%;36;63.16%;14;24.56%;4;7.02%;0;-;57
SUDESTE;35;SP;353920;PIRAPOZINHO;0;-;18;4.11%;233;53.2%;105;23.97%;57;13.01%;25;5.71%;438
SUDESTE;35;SP;353930;PIRASSUNUNGA;3;0.59%;9;1.78%;274;54.04%;108;21.3%;86;16.96%;27;5.33%;507
SUDESTE;35;SP;353940;PIRATININGA;0;-;3;2.8%;55;51.4%;22;20.56%;26;24.3%;1;0.93%;107
SUDESTE;35;SP;353950;PITANGUEIRAS;3;0.5%;10;1.68%;337;56.54%;134;22.48%;79;13.26%;33;5.54%;596
SUDESTE;35;SP;353960;PLANALTO;1;1.1%;3;3.3%;57;62.64%;13;14.29%;14;15.38%;3;3.3%;91
SUDESTE;35;SP;353970;PLATINA;0;-;2;2.44%;46;56.1%;20;24.39%;12;14.63%;2;2.44%;82
SUDESTE;35;SP;353980;POA;3;0.86%;7;2%;222;63.43%;70;20%;37;10.57%;11;3.14%;350
SUDESTE;35;SP;353990;POLONI;0;-;0;-;25;54.35%;12;26.09%;6;13.04%;3;6.52%;46
SUDESTE;35;SP;354000;POMPEIA;0;-;11;2.63%;228;54.42%;78;18.62%;78;18.62%;24;5.73%;419
SUDESTE;35;SP;354010;PONGAI;0;-;4;3.45%;67;57.76%;20;17.24%;15;12.93%;10;8.62%;116
SUDESTE;35;SP;354020;PONTAL;0;-;1;0.55%;83;45.86%;47;25.97%;35;19.34%;15;8.29%;181
SUDESTE;35;SP;354025;PONTALINDA;3;3.7%;2;2.47%;38;46.91%;24;29.63%;11;13.58%;3;3.7%;81
SUDESTE;35;SP;354030;PONTES GESTAL;0;-;2;5.88%;16;47.06%;9;26.47%;6;17.65%;1;2.94%;34
SUDESTE;35;SP;354040;POPULINA;1;2.86%;2;5.71%;14;40%;5;14.29%;10;28.57%;3;8.57%;35
SUDESTE;35;SP;354050;PORANGABA;1;1.06%;1;1.06%;54;57.45%;20;21.28%;14;14.89%;4;4.26%;94
SUDESTE;35;SP;354060;PORTO FELIZ;2;0.68%;3;1.02%;170;58.02%;58;19.8%;44;15.02%;16;5.46%;293
SUDESTE;35;SP;354070;PORTO FERREIRA;9;0.75%;28;2.34%;699;58.35%;245;20.45%;166;13.86%;51;4.26%;1.198
SUDESTE;35;SP;354075;POTIM;0;-;4;2.19%;106;57.92%;37;20.22%;30;16.39%;6;3.28%;183
SUDESTE;35;SP;354080;POTIRENDABA;1;0.69%;7;4.86%;78;54.17%;23;15.97%;26;18.06%;9;6.25%;144
SUDESTE;35;SP;354085;PRACINHA;0;-;1;2.94%;20;58.82%;9;26.47%;3;8.82%;1;2.94%;34
SUDESTE;35;SP;354090;PRADOPOLIS;1;0.71%;3;2.13%;88;62.41%;28;19.86%;16;11.35%;5;3.55%;141
SUDESTE;35;SP;354100;PRAIA GRANDE;17;0.57%;59;1.97%;1.755;58.58%;659;22%;401;13.38%;105;3.5%;2.996
SUDESTE;35;SP;354105;PRATANIA;2;3.39%;3;5.08%;38;64.41%;11;18.64%;4;6.78%;1;1.69%;59
SUDESTE;35;SP;354110;PRESIDENTE ALVES;0;-;1;3.13%;21;65.63%;4;12.5%;5;15.63%;1;3.13%;32
SUDESTE;35;SP;354120;PRESIDENTE BERNARDES;0;-;0;-;47;54.02%;19;21.84%;17;19.54%;4;4.6%;87
SUDESTE;35;SP;354130;PRESIDENTE EPITACIO;8;1.36%;18;3.07%;317;54%;128;21.81%;96;16.35%;20;3.41%;587
SUDESTE;35;SP;354140;PRESIDENTE PRUDENTE;2;0.44%;12;2.67%;278;61.78%;90;20%;56;12.44%;12;2.67%;450
SUDESTE;35;SP;354150;PRESIDENTE VENCESLAU;2;0.49%;5;1.23%;219;53.68%;94;23.04%;72;17.65%;16;3.92%;408
SUDESTE;35;SP;354160;PROMISSAO;1;0.23%;7;1.64%;238;55.87%;94;22.07%;65;15.26%;21;4.93%;426
SUDESTE;35;SP;354165;QUADRA;0;-;0;-;0;-;0;-;0;-;0;-;0
SUDESTE;35;SP;354170;QUATA;6;3.13%;4;2.08%;111;57.81%;32;16.67%;27;14.06%;12;6.25%;192
SUDESTE;35;SP;354180;QUEIROZ;0;-;0;-;1;100%;0;-;0;-;0;-;1
SUDESTE;35;SP;354190;QUELUZ;2;1.19%;6;3.57%;96;57.14%;31;18.45%;28;16.67%;5;2.98%;168
SUDESTE;35;SP;354200;QUINTANA;0;-;1;1.69%;22;37.29%;19;32.2%;10;16.95%;7;11.86%;59
SUDESTE;35;SP;354210;RAFARD;1;1.16%;4;4.65%;40;46.51%;27;31.4%;10;11.63%;4;4.65%;86
SUDESTE;35;SP;354220;RANCHARIA;0;-;12;2.3%;292;56.05%;117;22.46%;76;14.59%;24;4.61%;521
SUDESTE;35;SP;354230;REDENCAO DA SERRA;1;1.67%;1;1.67%;38;63.33%;12;20%;7;11.67%;1;1.67%;60
SUDESTE;35;SP;354240;REGENTE FEIJO;2;0.4%;14;2.83%;287;58.1%;82;16.6%;87;17.61%;22;4.45%;494
SUDESTE;35;SP;354250;REGINOPOLIS;0;-;2;3.33%;39;65%;7;11.67%;10;16.67%;2;3.33%;60
SUDESTE;35;SP;354260;REGISTRO;6;0.49%;33;2.67%;733;59.3%;289;23.38%;128;10.36%;47;3.8%;1.236
SUDESTE;35;SP;354270;RESTINGA;1;1.11%;1;1.11%;41;45.56%;22;24.44%;20;22.22%;5;5.56%;90
SUDESTE;35;SP;354280;RIBEIRA;0;-;1;0.74%;81;60%;24;17.78%;19;14.07%;10;7.41%;135
SUDESTE;35;SP;354290;RIBEIRAO BONITO;0;-;3;2.4%;79;63.2%;24;19.2%;14;11.2%;5;4%;125
SUDESTE;35;SP;354300;RIBEIRAO BRANCO;0;-;2;1.32%;72;47.37%;34;22.37%;35;23.03%;9;5.92%;152
SUDESTE;35;SP;354310;RIBEIRAO CORRENTE;0;-;0;-;54;58.06%;23;24.73%;11;11.83%;5;5.38%;93
SUDESTE;35;SP;354320;RIBEIRAO DO SUL;0;-;0;-;32;62.75%;14;27.45%;4;7.84%;1;1.96%;51
SUDESTE;35;SP;354323;RIBEIRAO DOS INDIOS;0;-;0;-;1;25%;2;50%;0;-;1;25%;4
SUDESTE;35;SP;354325;RIBEIRAO GRANDE;10;3.75%;9;3.37%;181;67.79%;44;16.48%;20;7.49%;3;1.12%;267
SUDESTE;35;SP;354330;RIBEIRAO PIRES;0;-;6;5.26%;60;52.63%;22;19.3%;22;19.3%;4;3.51%;114
SUDESTE;35;SP;354340;RIBEIRAO PRETO;41;0.57%;186;2.58%;4.170;57.83%;1.492;20.69%;1.019;14.13%;303;4.2%;7.211
SUDESTE;35;SP;354360;RIFAINA;1;1.72%;6;10.34%;29;50%;8;13.79%;12;20.69%;2;3.45%;58
SUDESTE;35;SP;354370;RINCAO;0;-;2;2.3%;42;48.28%;22;25.29%;14;16.09%;7;8.05%;87
SUDESTE;35;SP;354380;RINOPOLIS;3;1.88%;0;-;100;62.5%;31;19.38%;21;13.13%;5;3.13%;160
SUDESTE;35;SP;354390;RIO CLARO;5;1.19%;11;2.63%;234;55.85%;91;21.72%;56;13.37%;22;5.25%;419
SUDESTE;35;SP;354400;RIO DAS PEDRAS;1;0.65%;2;1.31%;101;66.01%;28;18.3%;19;12.42%;2;1.31%;153
SUDESTE;35;SP;354410;RIO GRANDE DA SERRA;5;1.32%;13;3.43%;222;58.58%;90;23.75%;41;10.82%;8;2.11%;379
SUDESTE;35;SP;354420;RIOLANDIA;0;-;3;6.12%;24;48.98%;14;28.57%;6;12.24%;2;4.08%;49
SUDESTE;35;SP;354350;RIVERSUL;0;-;2;5.13%;23;58.97%;8;20.51%;2;5.13%;4;10.26%;39
SUDESTE;35;SP;354425;ROSANA;2;0.79%;5;1.98%;150;59.29%;57;22.53%;32;12.65%;7;2.77%;253
SUDESTE;35;SP;354430;ROSEIRA;0;-;1;1.54%;39;60%;10;15.38%;9;13.85%;6;9.23%;65
SUDESTE;35;SP;354440;RUBIACEA;0;-;0;-;7;53.85%;0;-;5;38.46%;1;7.69%;13
SUDESTE;35;SP;354450;RUBINEIA;0;-;2;4.76%;20;47.62%;12;28.57%;6;14.29%;2;4.76%;42
SUDESTE;35;SP;354460;SABINO;1;1.79%;3;5.36%;37;66.07%;8;14.29%;5;8.93%;2;3.57%;56
SUDESTE;35;SP;354470;SAGRES;0;-;6;4.44%;80;59.26%;26;19.26%;21;15.56%;2;1.48%;135
SUDESTE;35;SP;354480;SALES;1;4%;0;-;15;60%;5;20%;3;12%;1;4%;25
SUDESTE;35;SP;354490;SALES OLIVEIRA;1;0.65%;5;3.23%;64;41.29%;42;27.1%;29;18.71%;14;9.03%;155
SUDESTE;35;SP;354500;SALESOPOLIS;0;-;5;3.79%;95;71.97%;18;13.64%;10;7.58%;4;3.03%;132
SUDESTE;35;SP;354510;SALMOURAO;0;-;1;1.56%;43;67.19%;13;20.31%;6;9.38%;1;1.56%;64
SUDESTE;35;SP;354515;SALTINHO;0;-;0;-;0;-;0;-;0;-;0;-;0
SUDESTE;35;SP;354520;SALTO;1;0.64%;3;1.92%;92;58.97%;33;21.15%;22;14.1%;5;3.21%;156
SUDESTE;35;SP;354530;SALTO DE PIRAPORA;1;0.25%;3;0.76%;201;50.76%;103;26.01%;74;18.69%;14;3.54%;396
SUDESTE;35;SP;354540;SALTO GRANDE;0;-;6;5.31%;76;67.26%;15;13.27%;13;11.5%;3;2.65%;113
SUDESTE;35;SP;354550;SANDOVALINA;3;1.21%;5;2.02%;146;59.11%;55;22.27%;29;11.74%;9;3.64%;247
SUDESTE;35;SP;354560;SANTA ADELIA;0;-;4;2.65%;86;56.95%;39;25.83%;18;11.92%;4;2.65%;151
SUDESTE;35;SP;354570;SANTA ALBERTINA;2;1.31%;2;1.31%;69;45.1%;36;23.53%;32;20.92%;12;7.84%;153
SUDESTE;35;SP;354580;SANTA BARBARA D'OESTE;6;0.9%;21;3.17%;343;51.73%;125;18.85%;121;18.25%;47;7.09%;663
SUDESTE;35;SP;354600;SANTA BRANCA;1;0.86%;5;4.31%;64;55.17%;24;20.69%;18;15.52%;4;3.45%;116
SUDESTE;35;SP;354610;SANTA CLARA D'OESTE;1;2.5%;1;2.5%;24;60%;7;17.5%;6;15%;1;2.5%;40
SUDESTE;35;SP;354620;SANTA CRUZ DA CONCEICAO;0;-;0;-;3;42.86%;0;-;4;57.14%;0;-;7
SUDESTE;35;SP;354625;SANTA CRUZ DA ESPERANCA;0;-;0;-;6;85.71%;1;14.29%;0;-;0;-;7
SUDESTE;35;SP;354630;SANTA CRUZ DAS PALMEIRAS;2;0.74%;6;2.22%;134;49.63%;64;23.7%;46;17.04%;18;6.67%;270
SUDESTE;35;SP;354640;SANTA CRUZ DO RIO PARDO;4;1.96%;8;3.92%;111;54.41%;38;18.63%;31;15.2%;12;5.88%;204
SUDESTE;35;SP;354650;SANTA ERNESTINA;0;-;1;25%;1;25%;1;25%;1;25%;0;-;4
SUDESTE;35;SP;354660;SANTA FE DO SUL;2;0.23%;25;2.87%;505;58.05%;195;22.41%;104;11.95%;39;4.48%;870
SUDESTE;35;SP;354670;SANTA GERTRUDES;1;1.61%;1;1.61%;40;64.52%;8;12.9%;10;16.13%;2;3.23%;62
SUDESTE;35;SP;354680;SANTA ISABEL;1;0.28%;4;1.13%;205;58.07%;82;23.23%;47;13.31%;14;3.97%;353
SUDESTE;35;SP;354690;SANTA LUCIA;0;-;1;4.35%;12;52.17%;7;30.43%;2;8.7%;1;4.35%;23
SUDESTE;35;SP;354700;SANTA MARIA DA SERRA;0;-;0;-;3;75%;1;25%;0;-;0;-;4
SUDESTE;35;SP;354710;SANTA MERCEDES;1;0.63%;3;1.88%;101;63.13%;31;19.38%;14;8.75%;10;6.25%;160
SUDESTE;35;SP;354740;SANTA RITA D'OESTE;0;-;0;-;32;69.57%;11;23.91%;3;6.52%;0;-;46
SUDESTE;35;SP;354750;SANTA RITA DO PASSA QUATRO;3;2.29%;1;0.76%;71;54.2%;25;19.08%;20;15.27%;11;8.4%;131
SUDESTE;35;SP;354760;SANTA ROSA DE VITERBO;0;-;9;3.36%;148;55.22%;70;26.12%;34;12.69%;7;2.61%;268
SUDESTE;35;SP;354765;SANTA SALETE;0;-;0;-;5;71.43%;1;14.29%;1;14.29%;0;-;7
SUDESTE;35;SP;354720;SANTANA DA PONTE PENSA;0;-;0;-;42;49.41%;23;27.06%;17;20%;3;3.53%;85
SUDESTE;35;SP;354730;SANTANA DE PARNAIBA;1;0.18%;12;2.19%;321;58.58%;135;24.64%;69;12.59%;10;1.82%;548
SUDESTE;35;SP;354770;SANTO ANASTACIO;8;1.4%;24;4.19%;305;53.23%;134;23.39%;86;15.01%;16;2.79%;573
SUDESTE;35;SP;354780;SANTO ANDRE;4;0.63%;11;1.74%;331;52.21%;152;23.97%;112;17.67%;24;3.79%;634
